Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","174","Comoros","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","776.31","X","Figure from international organizations"
"FBS","Food Balances (2010-)","174","Comoros","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","790.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","174","Comoros","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","806.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","174","Comoros","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","821.63","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","5312.34","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","5441.06","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","5570.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5702.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","178","Congo","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","5835.81","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","4993.84","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","5040.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","5084.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5123.1","X","Figure from international organizations"
"FBS","Food Balances (2010-)","188","Costa Rica","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","5153.96","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","24848.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","25493.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","26147.55","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","26811.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","27478.25","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","4192.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","4160.48","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","4129.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","4096.87","X","Figure from international organizations"
"FBS","Food Balances (2010-)","191","Croatia","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","4060.14","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","11336.41","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","11328.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","11316.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","11300.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","192","Cuba","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","11256.37","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","1208.52","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","1218.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","1228.84","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1237.54","X","Figure from international organizations"
"FBS","Food Balances (2010-)","196","Cyprus","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","1244.19","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","10531.31","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","10534.59","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","10536.87","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10530.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","203","Czechia","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","10510.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","25516.32","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","25638.15","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","25755.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","25867.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","25971.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","84283.27","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","87087.35","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","89906.89","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","92853.16","X","Figure from international organizations"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","95894.12","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","5737.28","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","5766.69","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","5795.88","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5825.64","X","Figure from international organizations"
"FBS","Food Balances (2010-)","208","Denmark","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","5854.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","1040.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","1057.2","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","1073.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1090.16","X","Figure from international organizations"
"FBS","Food Balances (2010-)","262","Djibouti","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","1105.56","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","70.4","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","70.82","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","71.43","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","212","Dominica","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","72.41","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","10647.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","10765.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","10881.88","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10999.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","214","Dominican Republic","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","11117.87","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","16696.94","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","17015.67","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","17343.74","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","17588.6","X","Figure from international organizations"
"FBS","Food Balances (2010-)","218","Ecuador","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","17797.74","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","101789.39","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","103740.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","105618.67","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","107465.13","X","Figure from international organizations"
"FBS","Food Balances (2010-)","818","Egypt","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","109262.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","6266.65","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","6276.34","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","6280.22","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","6292.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","6314.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","1317.55","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","1322.15","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","1327.04","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1329.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","1328.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","1151.39","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","1160.43","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","1169.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1180.65","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","1192.27","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","108197.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","111129.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","114120.59","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","117190.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","120283.03","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","919.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","919","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","918.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","920.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","924.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","5508.14","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","5515.46","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","5521.54","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5529.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","5535.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","64144.09","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","64277.81","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","64399.76","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","64480.05","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","64531.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","295.45","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","297.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","299.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","301.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","304.03","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","2140.22","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","2192.01","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","2242.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2292.57","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","2341.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","270","Gambia","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","2381.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","270","Gambia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","2444.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","270","Gambia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","2508.88","X","Figure from international organizations"
"FBS","Food Balances (2010-)","270","Gambia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2573.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","270","Gambia","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","2639.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","268","Georgia","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","3771.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","268","Georgia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","3772.32","X","Figure from international organizations"
"FBS","Food Balances (2010-)","268","Georgia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","3770.81","X","Figure from international organizations"
"FBS","Food Balances (2010-)","268","Georgia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","3765.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","268","Georgia","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","3757.98","X","Figure from international organizations"
"FBS","Food Balances (2010-)","276","Germany","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","82624.37","X","Figure from international organizations"
"FBS","Food Balances (2010-)","276","Germany","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","82896.7","X","Figure from international organizations"
"FBS","Food Balances (2010-)","276","Germany","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","83148.14","X","Figure from international organizations"
"FBS","Food Balances (2010-)","276","Germany","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","83328.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","276","Germany","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","83408.55","X","Figure from international organizations"
"FBS","Food Balances (2010-)","288","Ghana","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","30222.26","X","Figure from international organizations"
"FBS","Food Balances (2010-)","288","Ghana","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","30870.64","X","Figure from international organizations"
"FBS","Food Balances (2010-)","288","Ghana","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","31522.29","X","Figure from international organizations"
"FBS","Food Balances (2010-)","288","Ghana","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","32180.4","X","Figure from international organizations"
"FBS","Food Balances (2010-)","288","Ghana","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","32833.03","X","Figure from international organizations"
"FBS","Food Balances (2010-)","300","Greece","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","10692.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","300","Greece","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","10633.27","X","Figure from international organizations"
"FBS","Food Balances (2010-)","300","Greece","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","10574.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","300","Greece","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10512.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","300","Greece","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","10445.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","308","Grenada","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","120.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","308","Grenada","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","121.84","X","Figure from international organizations"
"FBS","Food Balances (2010-)","308","Grenada","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","122.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","308","Grenada","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","123.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","308","Grenada","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","124.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","320","Guatemala","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","16578.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","320","Guatemala","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","16850.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","320","Guatemala","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","17106.34","X","Figure from international organizations"
"FBS","Food Balances (2010-)","320","Guatemala","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","17362.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","320","Guatemala","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","17608.48","X","Figure from international organizations"
"FBS","Food Balances (2010-)","324","Guinea","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","12240.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","324","Guinea","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","12554.86","X","Figure from international organizations"
"FBS","Food Balances (2010-)","324","Guinea","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","12877.54","X","Figure from international organizations"
"FBS","Food Balances (2010-)","324","Guinea","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","13205.15","X","Figure from international organizations"
"FBS","Food Balances (2010-)","324","Guinea","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","13531.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","1879.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","1924.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","1970.46","X","Figure from international organizations"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2015.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","2060.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","328","Guyana","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","763.25","X","Figure from international organizations"
"FBS","Food Balances (2010-)","328","Guyana","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","785.51","X","Figure from international organizations"
"FBS","Food Balances (2010-)","328","Guyana","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","798.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","328","Guyana","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","797.2","X","Figure from international organizations"
"FBS","Food Balances (2010-)","328","Guyana","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","804.57","X","Figure from international organizations"
"FBS","Food Balances (2010-)","332","Haiti","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","10863.54","X","Figure from international organizations"
"FBS","Food Balances (2010-)","332","Haiti","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","11012.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","332","Haiti","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","11160.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","332","Haiti","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","11306.8","X","Figure from international organizations"
"FBS","Food Balances (2010-)","332","Haiti","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","11447.57","X","Figure from international organizations"
"FBS","Food Balances (2010-)","340","Honduras","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","9626.84","X","Figure from international organizations"
"FBS","Food Balances (2010-)","340","Honduras","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","9792.85","X","Figure from international organizations"
"FBS","Food Balances (2010-)","340","Honduras","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","9958.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","340","Honduras","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10121.76","X","Figure from international organizations"
"FBS","Food Balances (2010-)","340","Honduras","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","10278.35","X","Figure from international organizations"
"FBS","Food Balances (2010-)","348","Hungary","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","9788.94","X","Figure from international organizations"
"FBS","Food Balances (2010-)","348","Hungary","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","9776.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","348","Hungary","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","9771.8","X","Figure from international organizations"
"FBS","Food Balances (2010-)","348","Hungary","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","9750.57","X","Figure from international organizations"
"FBS","Food Balances (2010-)","348","Hungary","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","9709.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","352","Iceland","511","Total Population - Both sexes","S2501","Population","2017","2017","1000 No","343.63","X","Figure from international organizations"
"FBS","Food Balances (2010-)","352","Iceland","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 No","352.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","352","Iceland","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 No","360.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","352","Iceland","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","366.67","X","Figure from international organizations"
"FBS","Food Balances (2010-)","352","Iceland","511","Total Population - Both sexes","S2501","Population","2021","2021","1000 No","370.33","X","Figure from international organizations"
